name,start,title,review
satya,4.0 out of 5 stars,Money waste products,"NOISE product should not be bought, the main accessories like charger of their products are not found anywhere, neither with them nor with any else, due to which their products become useless at one time, and if related accessories are found in their customer care by chance, then are charge for it 3X time. Thats the strategy of NOISE to generate revenue."
Saksham Dhull,2.0 out of 5 stars,Average purchase. Won't really recommend,The product has some basic features regarding fitness tracking and heart beat tracking. Notifications are also shown but the interface is not very good. The watch has some bugs in itself and needs improvement on the software level.
Rajat Ghosh,2.0 out of 5 stars,Buying this as a SMARTWATCH will let expectations down.,"Has limited feature. ""Smartwatch"" is not the word which justifies the product. This is just a fitness band with full touchscreen control and color display."
Vivek Gopa,1.0 out of 5 stars,Got Damaged product,Disappointed with service of Noise this time. I got a damaged product in the box and also it is a used product. Totally disappointed with this one.
Mrinalini ,1.0 out of 5 stars,Waste product,Please don't buy this watch. It stopped working after a month. I buyed this watch after reading so many good reviews in amazon but I am very disappointed.
Nims,3.0 out of 5 stars,Not upto expectation,the app is really disgusting...keeps on disconnecting and synchronising issue...also when the battery is 20% or low it stops connecting to app...also the watch faces are not updated in library
Bhooma,3.0 out of 5 stars,Good one!,"So overall the watch is really good. It's light weight and the look and feel is good. The only drawback is the noise app has many bugs which doesn't allow any notification to be seen on the watch, even after enabling all the settings."
Abhi,1.0 out of 5 stars,Watch is having issue,I had buy this product in August and on screen incoming call alert and message alert was not showing later than I have exchange the product. And after exchanging the watch still I am facing the same issues.... I would suggest not to buy this product.
Supritha Panjala,1.0 out of 5 stars,Color not as shown,Color is not the same as shown. Its not royal blue its like purple color. Who ever wants to buy this royal blue color please dont opt . And worst customer support.
ALPESH MOKANI,2.0 out of 5 stars,Good watch but only for fashion. And in day more time driving in two vehicle job,"When I bought a new watch, I had a lot of problems because I did not get any notification even after making many settings in it. But the problem is solved .. I like this watch very much because I work on a more time bike .. I want to say one thing that smart watch is for a hobby or for the record of body movements (to a lesser extent). And useful for bike job. Its battery backup is very good. Thank you"
Suman pal,1.0 out of 5 stars,Worst product I ever buy.,Worst product I ever buy.1. Worst app.2. Does not have date wise activity data. Only you can view the current date data. You can't analyse your daily improvement.3. It's just a digital watch of rs 3250/-
Sushanto kundu,5.0 out of 5 stars,beast 🔥,"ui is good n minimal , touch response is amazing yes getting nodification of call & msg no probs in that but didn't get any option to increase screen timeoutamazing product full value for moneygot for it"
Sibin Radhakrishnan,2.0 out of 5 stars,Not value for money,"Not the best you can get at this price range.The watch turns off if the button is long pressed accidentally so the button is an issue and the main issue is that the previous data is deleted. Even the alarms, notification settings, everything gets deleted just when the watch is turned off. You have to do it all over again.The battery life is pretty good."
Prabhakar Mallya,3.0 out of 5 stars,Formation of rust during the charging process at the contacts.,"The watch is a very good, amazing product except for the formation of rust(ferrous oxide) at the charging contacts. I am afraid that with continuous charging, I am sure to lose these contact points making the watch useless. It is practically a new watch so should not happen."
Sudhir kumar,1.0 out of 5 stars,Waste of money,"Doesn't have facilities of spo2,bp, and many more. Boat is very good in this price range"
Amazon Customer,1.0 out of 5 stars,Don't but this TOY watch..my 2k gone,"The smart watch look like a toy one and my 2k gone.There is only replacement for the product.The pictures shown in the product description and reality is entirely different. Somebody compared this crap watch with Apple. I am not sure ,he used/saw any apple products before.Guys don't go for it ,this is a TOY watch.Trust me..."
Facebook,1.0 out of 5 stars,SIMPLY WASTE PRODUCT,Very very very very bad procudct it automatically disconnect from phone every 1 hour once reconnect to the phone.My one line review to this product is SIMPLY WASTE 👎👎👎👎👎👎👎🗣️💦🗣️💦🗣️💦 😡😡😡😔😔😔😔
Kapil Kushwaha ,4.0 out of 5 stars,Working good,The media could not be loaded.  This watch tach response is very good battery life is very good I am using 10 day battery using only 75% so this watch battery backup is very God
Nageswara Sarma,5.0 out of 5 stars,Excellent Budget Smart Watch,"A very good budget smart watch that I bought for my kid for his birthday. He was elated and loved it. For the cost, the watch is a steal. It's been more than a month now and the experience has been very good"
Amazon Customer,1.0 out of 5 stars,Waste,Pathetic...useless sensors.its a showpiece. Requested return and still waiting for amazon pickup person. It was scheduled for today but no phone call received.
Sunanda,2.0 out of 5 stars,Helpful Feedback that would help to take decision,"The product looks amazing in pictures but in real it doesn't keep up to the promise. Also very important thing they don't have RETURN policy, only allowed for replacement. So be very sure before buying it.The heart rate doesn't work most of the time.The touch stops responding frequently, even at times it seems not to work the way you want and the screen freezes.The watch looks cheap than the other hybrid watches available in the market. If you are very lucky the watch would work fine for you or else you would end having a product which doesn't work."
Upendra k.,3.0 out of 5 stars,Over all OK,It's just OK. Tracking activity is not accurate and Mobile App is also not working some time...Actually I brought this for its battery life but I'm not satisfied. Approx one week in a single full charge..
Faiz Mansoor Alam,1.0 out of 5 stars,Worst product,"Bluetooth connectivity is very poor it's very difficult to pair with phone and auto disconnect the bluetooth , not justified the price. Notification is not working, product features are not up to mark, only look wise good, it's not user friendly"
Amazon Customer,1.0 out of 5 stars,Pathetic,"No words to say , pathetic watch. Always diconnects and screen become blank many timesAnd restart my mobile agai anad again to connect the watch . I have replaced the watch once and now facing problem again."
Jagruti parab,4.0 out of 5 stars,Not so good,Well look wise this is 10/10. But the problem I am facing every day is I have to connect watch every day by switching on and off Bluetooth then pair. Pedometer is not nice. Not showing exact steps count. Same goes with calories counting. While driving it adds 1000 steps approx automatically. Overall not happy to buy it. Can't recommend to anyone. Just bcuz I wanted square dial watch I bought this. Looks awesome but performance is not upto the mark.
Ritz,1.0 out of 5 stars,Unable to change watch face through the app.,Unable to change watch face through the app. No CO2 function as well. Better options are available. Better go for boat smartwatch which I already have.
Vikram,4.0 out of 5 stars,Good Features...Bad Battery,The features and all the tracking are nearly accurate as advertised.Battery lasts for only 3 days as opposed to the 10 day advertised. Yet to export more with this fitness watch.Beware of seller representatives..they will trouble you for reviews constantly...do not pick up their call unless it is from NOISE Customer Care.
KSHORODA KUMAR DASH,4.0 out of 5 stars,Overall very good,Very good item and helps while we are driving a vehicle.Overall all thing are alright.Its looking is very nice. I appreciate the product very much. Thank you.
Prajwal Gowda,4.0 out of 5 stars,Only for the looks fitness watch,"The watch is good with looks but if you r looking for a watch that can track your fitness needs , then this is not the rightful watch. The stock app NoiseFit pro sucks and I have started to use VeryFitPro app and is far more less problematic than the stock app like random disconnectivity and all."
Lehar ,5.0 out of 5 stars,Value for the money and the best product for teenagers.,I am using the smart watch since 10 to 15 days the probuct seems to be a good fitness band in the budget of ₹1999. My little brother also bought the watch he was impressed by the colour and sports mode. It's a 5star rated product for me. If you don't want to invest a lot in smart watch it's the perfect smart watch. I loved the colour and the best part of it it's on budget.....
Anushka Nautiyal,5.0 out of 5 stars,Light weight stylish watch for beginners.,It’s a nice watch very light weight and elegant.Though screen size is bit smaller compare to other brands but still its very comfortable. Charging is also very fast and it’s last more than 7-8 days.
Manikandan Meleveed,3.0 out of 5 stars,Not recommended,After 3 months of use I'm writing this review .It's a ok product. Not a perfect one. Pairing is little time consuming. Battery life is gud. Notification also shows after 3-5 sec delayed.
Isocline,5.0 out of 5 stars,Value for money.,Was skeptical of sleep tracking before I bought it. But it works great. Impressive. Bought it in festival sale for 1999. The regular price of 2999 seems a little high for the given features.
shashank,1.0 out of 5 stars,Doesn’t perform as required,Look is good but it doesn’t perform well as written. It has late sense with little issue of touch. It doesnt pop up call notifications even after concerning to customer care. Customer care service is also not appreciated.
Dushant,1.0 out of 5 stars,"Have nothing, bad product.",The media could not be loaded.  Very bad product and even not working. Display is very small and poor quality. Waste of money. Please don't buy it.
Rizwan,1.0 out of 5 stars,Worst product.,"Product was good having good features, but after 2 days got blue line on the screen that means display issue, plus it was getting switch off automatically 3 time in just 2 days. Noice company have to improve the issue of display and auto shutdown issue. Do not buy this watch now unless they improve quality.But happy with Amazon service fast refund process. Thanks"
janice,5.0 out of 5 stars,Well- rounded device,"Great option for those looking for an accurate fitness tracker. The combination of its durable and light built, sleep tracking and overall accuracy of fitness and health tracking make for an overall well-rounded device ."
SNEHASISH CHANDRA,3.0 out of 5 stars,The overall product is good,The media could not be loaded.  The overall product is good...but only flaw is that it automatically resets itself...battery backup is good.
LJ AmZic,2.0 out of 5 stars,Better options available,Display is not full screen as shown(cheap advertisement starts there). Not worth the discounted price too with built quality and function. Inaccurracy from steps to SpO2.Battery life and navigation is ok.
Nitin,4.0 out of 5 stars,Good product at this process point.,"Using it regularly from around 2 months now. Good product, seems accurate as well, haven't verified it with any calibration test. Only reducing 2 stars due to unavailability of watchfaces for this model. Also firmware is also not updating tried multiple times."
Shivanand ojha,5.0 out of 5 stars,Excellent smartwatch,"I liked everything in this device. This device works promptly but the app is little slow but ok for me . For this price range it’s the best smart watch I can say. It’s the best watch for the people who want basic application like call alerts, messages , workout , steps etc. look wise also it’s perfect.I really recommend people to buy this if they have this amount of budget…."
Saptarshi Paul Choudhury,5.0 out of 5 stars,Good for the price,For the price it's good tracks most of the thing only lacks spo2 and you can't select watch face from 3rd party apps that's a bummer for me if your okay with this
Arun Pappachan,4.0 out of 5 stars,Good Smartwatch,"I bought up this for 1699/bluetooth connectivity is gud. And its very light weight, good to use, but not full screen screen is only half as seen in image. Tracking activity is good, charging is good i getting 10 days. Not full black the sorround after the screen is grey colour"
Vikim gupta,1.0 out of 5 stars,Don’t buy,"Worst buy ever, would like to return and refund would be appreciated"
Ashish Singh Danu,1.0 out of 5 stars,Didn't even run a single day.,"Got the product in the morning, used in the evening for running.While running after 3km it stopped working, it was showing blinking lights in the back of the watch and screen wasn't showing anything jus Complete black."
Balaji.j,1.0 out of 5 stars,Very very  very worst . please don't order it,The media could not be loaded.  I order it 45 before but today not working this watch don't buy this product .very very bad quality.i really dispointment. Waste of money . particular Amazon site .don't buy a product this site
Amazon Customer,1.0 out of 5 stars,Worthless Watch!,"Don't buy this product, I am using this watch from last six month, feel like made a big mistake. Not a single activity tracking you can trust.Also, facing numerous issues like disconnection, device not found, lack phone notification etc.Think twice before purchase!!!"
Amazon Customer,1.0 out of 5 stars,Good watch but,Very excellent watch with many options. but the app doesnt support it gets hanged always. coudnt change the watch settings since it gets hanged always. mifit and amazefit is great when compares with the noisefit app
Arnab Deka,1.0 out of 5 stars,Not worth the price. Don't buy it!,The product is overall okay. But not worth the price. Don't buy it. It does not show the accurate heart beat. Just a waste of money. There is no return of this product that's why I'm using it otherwise I would have returned if there was a return option but there is only replacement and no return.
Ci habeeb,5.0 out of 5 stars,Awesome battery backup 30days more,After a long time I got a good watch. Its battery backup surprised me. I think it's great to not be able to charge even after 30 days. Anyone can buy without a doubt. It’s a good product
Ujjwal Srivastava,1.0 out of 5 stars,Ok ok product,"My device was only showing calls and msg notifications dispite the permission was given, no notification for WhatsApp and others.Now it is not showing call and msg as well.Can any one give solution. How can I claim warranty."
VIJAY DALVI,1.0 out of 5 stars,Pathetic Product,"Worst product ever , Thought the product was good when you really experience it you know its really not worth it. The watch has issues connecting via Bluetooth with mobile. Keeps disconnecting and switching off on its own every time have to install and reinstall the app over and over againThe product quality is really bad and not up to standard."
shubhada agarwal,3.0 out of 5 stars,Dont buy any product from this company,Completely chinese 3rd class quality made products. It will hamd sometimes in your android or ios devices. Support team is useless and do not answer queries. There is no or very limited service centers too.
Raghav Agrawal,1.0 out of 5 stars,One star is too much,Not one thing is accurate with this. Complete waste of money. Garbage product. Touch screen is not quite responsive. And kudos to Amazon for not taking the returns.Money drained down the gutter.
sudhindharan,5.0 out of 5 stars,Quality Product,"A very effecient smart watch,that enables you to track your calorie burn,get through your day tracking the sports activities and much more.....a very good product."
Shikhar,1.0 out of 5 stars,Warning : Don't buy.,The product is like avg. The features they are giving in this high price isn't worth.The company says 10 days of battery life but it would only last 5 or 6 days. I personally would recommend to look for other options before buying this. U can get much better watch in this price .Warning : Don't buy
Pascal D.,1.0 out of 5 stars,The Watch is not charging.,"Registered a complaint (#497286) online and have written a mail. The service executive option on toll free number / service centre plays an automated message as "" all our executives are busy please hold the line or else leave a audio voice message and we will get back to you.A product brought is now lying on desk without any usage.Absloutely pathetic."
Rao Aditya,1.0 out of 5 stars,Don't buy,After pair many times don't show incomeing call. What's up message etc.Guys I Request to all that please don't buy this.
Gopi,4.0 out of 5 stars,..quality is good..software is excellent,Value for money Basic watch. Has all functions..value for money..but if you can afford go for 10000rs plus MI watch..quality is good..software is excellent
Sabisha K Sathyamoorthy,1.0 out of 5 stars,Below average performance for this price,Battery performance is not good. It finish up within 3 days. Connectivity with app also is very poor. Always having issues with connectivity
Mano,1.0 out of 5 stars,very very waste product,"i have purchased noise colourfit pluse royal blue model at last month , even after one month it was not working properly , display blind , 1 year warranty also unable to claim, totally waste of money, customer support also not responding, 2 time raise the complaint but no one rectified my complaint. very waste brand service"
Amazon Customer,1.0 out of 5 stars,"Very bad product, with bad service","Very bad product. Stopped working within 2 months. Complaint management is even worst.they don’t have any assistance system, I lodged a complaint ,that they didn’t resolve and closed the complaint on their own, stating issue has been resolved. How unprofessional."
maveric@69,1.0 out of 5 stars,Not so great,Not satisfied.After 20 days software related issues crop up. Sports activity page is gone. Want to return but now cant due to time gone
Siraz,2.0 out of 5 stars,Move to wake is very slow...,You have to move your hand to so hard to wake the screen to see time this watch does not worth 2k... I use noise products from beginning of this company but this product disappoined me.
Ritwick Choudhury,4.0 out of 5 stars,Good for basic fitness tracking and all,"The product is good. Comfortable to wear all the time. Battery life is really good, with my light use, it is running upto 15 days with full charge. All basic features are good. The only problem I am facing is with the Noisefit app. The display in the app is so bad that I can't even scroll sideways/updown to set alarm for example. The app really needs massive upgrade."
Priyanka Amrute,1.0 out of 5 stars,Do not buy this watch,"Please don't buy this watch by looks, this watch doesn't work properly at all even the app is also worst, it only shows one day's activities, next day everything will come to zero, activities doesn't add to weekly activity 😓 even after replacement the problem doesn't solve"
Alinda Fernandes,1.0 out of 5 stars,Bluetooth,The bluetooth takes forever to get connectedI really had to reset the whole watch to connect it atleast 5 timesI lost all my data till thenEven after getting connected it gets disconnected in sometimeAnd then doesn't get connected
Amazon Customer,1.0 out of 5 stars,नोटीफीकेशन डीसक्नेक्ट ऑल टाईम,नोटीफीकेशन फीचर काम नही करता एक बार नोटीफीकेशन क्लीयर करने के बाद साथ ही बार बार मोबाईल से डीसक्नेक्ट हो जाती थी इस लिए वापस भेज रहा हू😊फिर जो घडी आई वह युज की हुई है जिसमे डीसप्ले कव्हर ओर केबल कवर नहीं साथ ही बेल्ट बहोत पुराने हैमॅसेज भी इन्कूड आया फोटो देखो
Santosh P,5.0 out of 5 stars,It's simply awesome product.,"All features seems to be good,This is 3rd one from Noise in my family,working very well so far,had issues with data syncing,Hope will be solved shortly"
Amazon Customer,4.0 out of 5 stars,Good Product,"Likes>Good Looking>Steps counter is active ,I use only for this>wallpaper is good>Battery is goodDislikes>It needs internet to get connect>Sometimes app doesnt get updated with latest info"
Sun,3.0 out of 5 stars,Number of watch faces are less and are not updated.  It's strap has also broken within 1 year,Number of watch faces are less and are not updated. It's strap has also broken within 1 year
Kindle Customer,1.0 out of 5 stars,Bad product,It's not working. Today I got this Watch and after all things It's get started but when I unapir this from one phone and logged out then It's not starting. I'm trying to connect this with other phone but it's not working. I'm so worried I have paid 2000 for this and it not worthing.And one more question is this water resistant?
yoganand,4.0 out of 5 stars,Have some problems but still worth the price,"Sleep tracking is not working at all. And the android app for the watch is crashing as soon as I open(not always but 4 out of 10 times) and the app also have a lot of bugs, hoping the people fix them with some updates soon.But other than that the watch is worth for money."
Bablu,2.0 out of 5 stars,Waste of money,I had mistake to buy this product. It's totally waste of money. Strap quality is totally worth and i thought it would be better rather then better my mi watch strap. Ther was some scratch over the watch screen . As i checked on official website so it's not met with the original watch it's duplicate watch.
Rakesh Kumar,2.0 out of 5 stars,"Strap is not Skin Friendly, Caused my wrist allergy.","No doubt the smartwatch is good in features and has a responsive touch display, but the strap is not skin-friendly. It caused my wrist some kind of itching/allergy just after 2nd day. It was a horrible experience for me. I don't know what the strap material is but it is not 100% safe to skin."
Roopashree M,1.0 out of 5 stars,Lots of sync issues - watch to app,"The phone is ok, but the noise app is pathetic.It takes a life time to get the phone sync your workouts with the app.The challenges data, sleep data does not sync at all..The app requires serious updates to help us use it better"
harish sain,1.0 out of 5 stars,"Bad produsct, problem after 15 days of use","Do not buy this product, after 15 days issue with the watch, and very bad support from Noise, still not resolved. Waste of money and time.Amazon pls do sometjing from your end if you can."
Ankur,3.0 out of 5 stars,Ok Ok 👍👎,"Pros: looks great (grey color), feels light, smooth transition in screen, simple task tracking, good visibility, battery is just awesome, connection stays strongCons: plastic does not make it feel premium, 2/10 time screen will not respond (swipe/tap twice), call can be cancelled but cannot attend, seems to have inaccurate step counts (I am not a 100% on that since I walk but pretty sure not so much as the watch shows), kinda costly when it has small yet considerable problem when compared to other brands"
Revathi,3.0 out of 5 stars,Medicore smartwatch,"The product is a bit laggy. Not what I expected, I gets disconnected often and doesn't pair with app immediately. Sometime the app has difficulty in connecting with watch.Display is clumsy when navigating from one to another screen.Raised a complaint with noise and got only another replacement 🙃🙄. But no answer for device responsiveness.Lift up display has a good 3seconds delay. Not acceptable for a provide like noise.Overall the phone is better not good or worthy for this price."
Ankeeta,4.0 out of 5 stars,Good product.,I am writing this after using for almost 2 months. Overall product is good but battery life is less than 10 days. Near about 5 days.1. Maximum 10 notification get display.2. Sports mode sometims stop working.3. Bluetooth proximity to search phone is not great. Rest all looks great
Raj Patel,2.0 out of 5 stars,Review after use,"I'm writing this review after use of product. At the price of 2000, it having a decent perfomance. But i have problem with application. After app update, call notification stop working. When i install old version of same app it works normally."
Jitendra S.,1.0 out of 5 stars,Fraud & Duplicate product delivered,"FRAUD product delivered through Amazon Courier guy. Today @approx 9.30am, I got this duplicate smart watch (dummy piece) without charging cable. I paid for Noise Pro2 bt got a this stuff. I am already using one Noise Pro2 & know much about the actual watch."
SARATH CHANDRA BABU,5.0 out of 5 stars,"Value for money, very useful while driving and all","Mobile application is very slow. And I am not getting much watch faces. Only limited watch face is available in the application. Display is good one 👍. Touch screen also 👌. But the application is worst one. But I loved the watch. And the main thing in that getting scratches, but there no screen protector for this noise, I am not satisfied in that. Atleast company can provide a single one also screen protector"
Jenil Vagadiya ,5.0 out of 5 stars,Worth it,"I have been using this watch since a month. Here are my observationsBattery is lasting 15 days with heart monitoring onSleep monitoring is near to accurateNotifications are not coming sometimes but if you restart your phone then problem gets solved.In one line , this is the best watch to buy given the price limit."
Piyush Kumar,5.0 out of 5 stars,Buget friendly watch,Color fit 2 pro is a buget segment touch screen watch. The features in this watch such as sports mode and breathe mode is quite fasinating.For day to day purpose I generally use this watch and battery backup is upto 10 days and it charges 30% to 100% in less than one hour if you will use 2 ampere adapter for charging which you will commonly get in every phone of buget pocket friendly.
Chandra Shekhar,4.0 out of 5 stars,Good buy in Budget,"Nice features, looks great in hand.I have 2 of these in Black colorNice display, though sometimes the swipe had to be hard to workUnder this range gives a good satisfaction and accurate result."
Bhuvaneeth Gowda  K.A,1.0 out of 5 stars,Not worth for the price,"Really felt disappointed with the product, was very excited with the features but once received it doesn't even suit for the title of smart watch ..... way too much pricing for this not even worth it......"
NAWANG PHUNTSOG,1.0 out of 5 stars,.,"As I saw it first from Amazon, I thought it is good product and especially display of the product looks big. But later, it was deliver to me it's not worth at all.. but the real problem is that we can't returned it!! So, better think you go for it! I give 2 out of 10."
Anu Lal,3.0 out of 5 stars,Ok within this prize range.,"Ok within this prize range. I brought Rs. 2499 from Amazon India. Looks premium, light weight, good fit on hand. I don't see much watch faces in the app.Only one thing that I am disappointed from this watch is, there is no password protected for this watch. Even 2000 range Mi band 4 having this facility."
George,1.0 out of 5 stars,No display after 15days. Don't waste money.,No display after 15days. Each time we have to press the side button.
Kiran Alangar,2.0 out of 5 stars,"Poor product, do not buy","This watch doesn't track sleep right. There is no distance tracking for Cycling. Distance tracking for walking is not accurate. Huge difference between other tracker and this. Worthless product, do not buy"
Manoj,1.0 out of 5 stars,Bad:-Automatically data erased and sync problem,"BadUnsatisfied with the purchase. stop syncing with mobile after . Even after several times retrying to pair the device on mobile,it meane Bluthooth power issue. Many time all data erased automatically .."
Kiran,5.0 out of 5 stars,Worthy product. Buy it.,"It's a good product. Especially the battery backup so good. Am getting one week battery backup.And Watch connect with App and giving excellent performance. Now I can get notifications like calls,sms,and mail. It's a worthy product with this price. Am using this product more than 5 moths and writing this review. Touch screen also fabulous 🤩. Fall in love with this product. Thanks noise."
Anjnesh,1.0 out of 5 stars,Isseu in this watch,Everything is good when but after December 5th it was like when I will do 3000 steps it will restart to 0 steps and today at morning my watch was like disconnected I did not do enething but for the app it was connected pls do something I don't want this watch pls do soming thing
Tanmoy Bhowmik,1.0 out of 5 stars,Most 3rd class product,I have used noise fitness watch many years back that product is still working. watch may be good but app is pathetic. Do not buy noise fitness watch and the worst part is that if you like to return the product you have to send the product with your own cost.
Varun khanna,1.0 out of 5 stars,Pathetic... Buy if u want to high your BP.👎👎,Worse product I have ever purchase in my whole life. This watch show heart rate 180 bpm. Pathetic service provide when I have complaint against the issue they want to resolve their defect by mail only n without resolving the issue they closed my complain. Genuinely saying plz never ever buy this brand product.
SUPRATIM MITRA,2.0 out of 5 stars,Not value for money,"The watch does not function properly after few months, some app starts automatically and then stops. Touchscreen not working properly. Overall buying this watch is not worthy"
Husnakhan,1.0 out of 5 stars,Waste crap,Pls dont buy dis crap its a complete waste product waste of 4k .its doesnot connect to ur phone . always derz a Bluetooth connectivity problm .
Mohammed Usama,1.0 out of 5 stars,Disgrace in the name of Smartwatch.,I have purchased this product with so much expectations and enthusiasm but it disappointed me in a very good manner. I would suggest please go for any other brand rather wasting money in this. Amazefit is far more better option than this.
Ashok,1.0 out of 5 stars,Worst product. Money wasted.,"I stoped using this product. First of all, the noise app is worst app. I used it for my cycling, distance calculation is wrong. Main purpose of me buying the watch is dead.Only plus is the look. Rest is waste."
Rakesh Obilereddy ,2.0 out of 5 stars,Specifications,Does not have Full screen covered with black screen screen size is not as shown in image.Options are good for the price screen size should beIt us very bad
PravinMS,3.0 out of 5 stars,Decent product but it's still Chinese,"Good product in decent pricing, the product is good and helping us to track basic activities, however activities are only synced with noise app and can't be sync with starva , hope this gets fixed , post 5 days of use the battery is still 50% available ,hope to get 10 days backup."
R.BABU,1.0 out of 5 stars,Worst watch,"Not working properly, bluetooth connectivity is disconnected from device automatically, every time iam restarting both watch, mobile...worst product..."
Amazon Customer,1.0 out of 5 stars,Please don't buy this product. poor service.,Battery issue.have purchased this product 2 mth before and post 1 month have faced battey issue. have submitted the watch to customer care immediately but neither got any response nor replacement.
Naveen,2.0 out of 5 stars,Not worth,"This product have most simply (4) options no worth for this price, notification and call notification are very slow some times not working,, I try to return and refund but it's show there are no option only replacement,,Disappointed..."
VAIBHAV JAMOD,1.0 out of 5 stars,Dont buy,In between one month watch has stopped working.and customer care service is not replying for anything.i want to replace it or return it. I want to complaint but customer care facility is also worst.please fix this problem asap.
joshuasomasundaram,2.0 out of 5 stars,Good product but thr r some issues...,It's automatically unpaired every single day... And turned off
Sneha,1.0 out of 5 stars,Calorie burn showing 0,My watch is not showing calories burn which normal steps does burn some it's only 0 it's very difficult to reach out the customer service for the same and I am literally exhausted finding the solution for this for more than 48 hours now
Navendu Krishnan,4.0 out of 5 stars,Made in china,Product is good. But regretting it's a china made. Won't buy again
Sonia,1.0 out of 5 stars,Not satisfied,"The app keeps crashing, steps are not calculated...sometimes it captures data sometimes not...whatsapp notification though set to on is not displaying..."
Aashish kumar,5.0 out of 5 stars,Best in segment😎🤟💯⭐🎁🎀,Good option if u can't afford apple Watch. Looks exactly same & good on hand⭐💯🤟😎🎀
RAKSHIT KATHAWATE,5.0 out of 5 stars,Good buy for 4k,Battery backup and screen is really good. It has amazing watch faces and sleep tracking too. The heart rate monitoring with workouts is one of the features I looked up to. Good buy in good range
Dr Adil Aziz,1.0 out of 5 stars,Not connecting,"I really don't know how to rate this productI have recently bought this watch and I am facing lot of trouble .Got connected with phone first buf after updating the noise app watch is not getting connected..For me at present its just a waste product , touch is not soft as expected ..I am repenting why did I buy this product"
Amazon Customer,3.0 out of 5 stars,not highly accurate and bug free. meets expectations,Likes:good looks and few good features.Dislikes:Alarms disappear from smart watch.Noise app compulsorily takes location permission when opened.Accuracy of sleep/distance less as compared to other smart watches from mi.
rajeev b.,1.0 out of 5 stars,DONT BUY THIS,"after active use of hardly an hour , ist stop , and not working , DONT BUY THIS PRODUCT,looking for service center , will update further progress"
Manjinder singh,1.0 out of 5 stars,Opened box received,"Ihave purchased two pieces, this product is awesome but it is already opened piece and its having problem of connection with mobile app.This is only single defective piece I have received.Other piece was received with original packing and working fine."
Manas ,1.0 out of 5 stars,"Does not work, do not buy","The Bluetooth in the watch just does not work and never pairs with the phone. It’s a useless piece of junk, do not buy. Bought it for my mom as a gift and it just does not work. Took us sometime to figure that the actual issue was with the Bluetooth in watch itself and by then the return window was closed. Now I am stuck with a watch that does not work."
Shubham singh,1.0 out of 5 stars,Worst experience with this smart watch. Not worth of a single penny.,"The biggest problem with this smart watch is, it's data doesn't synch with the app. And everytime I trying refreshing it is still showing the data of past 10 days. I tried every possible ways available on internet to resole this issue, but this watch disappointed me. Never buy this product. It's a waste of money."
Mahi Kavitha,1.0 out of 5 stars,Worst product,I'm not yet satisfied with this product it's not as expected and its not the colour as shown in the picture just for colour you people are charging alot and also why you people make fake advertisements about the product features
Garima shukla,1.0 out of 5 stars,"Money waste, useless watch","Music section shows that it is connected to phone music player bt I can't operated my music player with this watch, it got connected and disconnected on its own, also the workout session stops automatically.total money waste"
Pratibha S.,5.0 out of 5 stars,The best watch in budget,I liked the product because it has a lot many features within the budget it was my first time buying a noise product and I did not expect such a great experience from noise moreover I also got a feedback call which ensures customer reviews I look forward to buy a noise product again. Even the app works better than some smartwatches app out there in this range. I hope this review helps many people.
Amazon Customer,1.0 out of 5 stars,Worst,Worst.Asking again and for warranty registration.We have to keep the product box with the watch because again and again we have to enter serial number for warranty registration.
PRAMOD,4.0 out of 5 stars,Decent bet at the given price. Accuracy can be improved.,"I liked the overall features, it looks really smart. However, accuracy wise I am not sure how much we can rely on it as there exists a difference of almost 2K steps (average on daily basis with respect to Google fit and SSG, Noise counts 2K steps less approximately). Well, in a way its good as you will walk more to attain your target but I don't know what it will do your motivation level 😅But otherwise it's a decent bet at the given price."
Manoj Kumar,1.0 out of 5 stars,Not up to the mark,Product fails to satisfy up to the mark. Touch not working after 6 month use. On the other hand no satisfactory resolution provided by the Company.
DJ MKROOVE,2.0 out of 5 stars,For Accuracy 0,"I can give better heart rate by checking my pulse than this watch,No Accurate Calories burn,No Accurate footsteps, Run, WalkNothing is Accurate."
Nagabhushanam,1.0 out of 5 stars,"Waste product,No worth for spent money","Don't buy this watch wast our money,no response Amazon and Noisefit also. Not worth of price, device and app both also problem some times not received call and sms, app showing unfair device, data sync problem. Customer service very poor."
Vikas P,1.0 out of 5 stars,Not good,I am giving this feedback after using it for 15 days. Look is pathetic. It looks like cheep product. It get disconnected frequently. I get reset frequently. Rise up display i.e. gyroscope not working properly. Did'nt show notifications even after connecting. Do not buy this product!
jyoti meena,1.0 out of 5 stars,There is no user manual and packaging is bad.,Product is good. Packing is really bad and there is no user manual.After using for 10 days i noticed it just count when i move my on arm which have watch on. Its really bad this for price that a smart watch doesn’t work as smart watch
Purohit,1.0 out of 5 stars,"Defective item, not able to charge,","Not able to charge, looks like a defective piece, requested cancelation and pickup but till date not picked up"
Nishant joshi,5.0 out of 5 stars,Preety nice,"Overall the display and bezels make for good contrast, especially in the Mist Grey colour. There are detachable straps that accompany Colorfit Pro 2. These straps are made up of silicone and feel quite comfortable even after wearing it for a long time. You don’t sweat much while wearing Colorfit Pro 2 which is an advantage to those wearing it in the gym or on the run."
Thakur surinder,5.0 out of 5 stars,A nice product,All the functions are working nicely a small problem is the watch face time is too short it sleeps sometimes before you can read the readings
